Vardas              Pavarde             Galutinis balas     
Vardas4484          Pavarde4484         3.68                
Vardas44840         Pavarde44840        3.08                
Vardas4485          Pavarde4485         4.56                
Vardas44851         Pavarde44851        2.96                
Vardas44853         Pavarde44853        3.36                
Vardas44854         Pavarde44854        3.76                
Vardas44855         Pavarde44855        4.96                
Vardas44856         Pavarde44856        3                   
Vardas4486          Pavarde4486         3.8                 
Vardas44860         Pavarde44860        1.48                
Vardas44861         Pavarde44861        4.72                
Vardas44867         Pavarde44867        4.68                
Vardas44868         Pavarde44868        4.08                
Vardas44869         Pavarde44869        4.6                 
Vardas44870         Pavarde44870        4.8                 
Vardas44874         Pavarde44874        3.4                 
Vardas44877         Pavarde44877        1.76                
Vardas44878         Pavarde44878        2.4                 
Vardas44879         Pavarde44879        2.28                
Vardas44881         Pavarde44881        2.88                
Vardas44883         Pavarde44883        3.48                
Vardas44884         Pavarde44884        2.2                 
Vardas44885         Pavarde44885        2.6                 
Vardas44887         Pavarde44887        2.12                
Vardas44888         Pavarde44888        1.28                
Vardas44889         Pavarde44889        4                   
Vardas44890         Pavarde44890        4.6                 
Vardas44891         Pavarde44891        2.08                
Vardas44899         Pavarde44899        2.6                 
Vardas449           Pavarde449          2.16                
Vardas4490          Pavarde4490         2.92                
Vardas44902         Pavarde44902        2.96                
Vardas44904         Pavarde44904        4.16                
Vardas44905         Pavarde44905        3.84                
Vardas44906         Pavarde44906        3.4                 
Vardas44910         Pavarde44910        2.84                
Vardas44911         Pavarde44911        2.76                
Vardas44913         Pavarde44913        4.28                
Vardas44919         Pavarde44919        3.4                 
Vardas4492          Pavarde4492         2.88                
Vardas44921         Pavarde44921        2.12                
Vardas44922         Pavarde44922        1.6                 
Vardas44923         Pavarde44923        4.32                
Vardas44926         Pavarde44926        3.68                
Vardas44929         Pavarde44929        1.6                 
Vardas4493          Pavarde4493         3.32                
Vardas44935         Pavarde44935        2.68                
Vardas44936         Pavarde44936        1.76                
Vardas44939         Pavarde44939        4.44                
Vardas44940         Pavarde44940        2.92                
Vardas44941         Pavarde44941        3.12                
Vardas44942         Pavarde44942        3.92                
Vardas44945         Pavarde44945        2.92                
Vardas44947         Pavarde44947        2.64                
Vardas4495          Pavarde4495         3.4                 
Vardas44951         Pavarde44951        2.6                 
Vardas44954         Pavarde44954        3.52                
Vardas44955         Pavarde44955        1.4                 
Vardas44958         Pavarde44958        3.48                
Vardas4496          Pavarde4496         4.4                 
Vardas44961         Pavarde44961        2.44                
Vardas44965         Pavarde44965        1.8                 
Vardas44966         Pavarde44966        3.28                
Vardas44967         Pavarde44967        2.36                
Vardas44968         Pavarde44968        4.72                
Vardas44971         Pavarde44971        4.08                
Vardas44973         Pavarde44973        3.56                
Vardas44975         Pavarde44975        4.72                
Vardas44977         Pavarde44977        4.48                
Vardas44978         Pavarde44978        1.88                
Vardas44979         Pavarde44979        1.76                
Vardas44980         Pavarde44980        3.48                
Vardas44981         Pavarde44981        3.36                
Vardas44985         Pavarde44985        3.08                
Vardas44987         Pavarde44987        2.56                
Vardas44989         Pavarde44989        1.12                
Vardas44992         Pavarde44992        4.68                
Vardas44994         Pavarde44994        1.96                
Vardas44995         Pavarde44995        4.6                 
Vardas44996         Pavarde44996        4.16                
Vardas45            Pavarde45           2.4                 
Vardas45001         Pavarde45001        1.84                
Vardas45002         Pavarde45002        4.16                
Vardas45003         Pavarde45003        2.88                
Vardas45006         Pavarde45006        4.68                
Vardas45008         Pavarde45008        3.6                 
Vardas45009         Pavarde45009        2.08                
Vardas45010         Pavarde45010        4.08                
Vardas45011         Pavarde45011        2                   
Vardas45013         Pavarde45013        3.52                
Vardas45015         Pavarde45015        4.2                 
Vardas45018         Pavarde45018        3.24                
Vardas4502          Pavarde4502         1.64                
Vardas45021         Pavarde45021        4.72                
Vardas45022         Pavarde45022        4.48                
Vardas45031         Pavarde45031        3.12                
Vardas45033         Pavarde45033        3.2                 
Vardas45034         Pavarde45034        2.36                
Vardas45035         Pavarde45035        4.04                
Vardas45036         Pavarde45036        2.64                
Vardas45037         Pavarde45037        2.48                
Vardas4504          Pavarde4504         2.48                
Vardas45044         Pavarde45044        4.84                
Vardas45046         Pavarde45046        2.12                
Vardas45048         Pavarde45048        3.64                
Vardas45052         Pavarde45052        2.6                 
Vardas45059         Pavarde45059        3.16                
Vardas45060         Pavarde45060        3.6                 
Vardas45061         Pavarde45061        4.56                
Vardas45063         Pavarde45063        2                   
Vardas45065         Pavarde45065        1.6                 
Vardas45066         Pavarde45066        2.12                
Vardas45067         Pavarde45067        3.36                
Vardas45068         Pavarde45068        4.52                
Vardas45072         Pavarde45072        3.2                 
Vardas45075         Pavarde45075        2.92                
Vardas45078         Pavarde45078        3.96                
Vardas4508          Pavarde4508         1.64                
Vardas45080         Pavarde45080        3.08                
Vardas45081         Pavarde45081        3.88                
Vardas45082         Pavarde45082        3.76                
Vardas45083         Pavarde45083        3.16                
Vardas45084         Pavarde45084        3.84                
Vardas45087         Pavarde45087        4.48                
Vardas45089         Pavarde45089        2.48                
Vardas4509          Pavarde4509         1.8                 
Vardas45091         Pavarde45091        4.36                
Vardas45093         Pavarde45093        4.6                 
Vardas45097         Pavarde45097        3                   
Vardas45098         Pavarde45098        4.8                 
Vardas45100         Pavarde45100        2.96                
Vardas45101         Pavarde45101        2.92                
Vardas45102         Pavarde45102        4.72                
Vardas45106         Pavarde45106        2.24                
Vardas45109         Pavarde45109        3.08                
Vardas45110         Pavarde45110        3.24                
Vardas45113         Pavarde45113        4.2                 
Vardas45114         Pavarde45114        1.56                
Vardas45117         Pavarde45117        2.8                 
Vardas45118         Pavarde45118        2.92                
Vardas45119         Pavarde45119        3.52                
Vardas4512          Pavarde4512         4.48                
Vardas45123         Pavarde45123        4.32                
Vardas45124         Pavarde45124        4.04                
Vardas45125         Pavarde45125        1.92                
Vardas45127         Pavarde45127        2.24                
Vardas45128         Pavarde45128        4.92                
Vardas45129         Pavarde45129        2.6                 
Vardas45130         Pavarde45130        4.28                
Vardas45131         Pavarde45131        2.08                
Vardas45132         Pavarde45132        4                   
Vardas45137         Pavarde45137        3.16                
Vardas45138         Pavarde45138        4.36                
Vardas45139         Pavarde45139        2.88                
Vardas4514          Pavarde4514         2.72                
Vardas45143         Pavarde45143        2.64                
Vardas45145         Pavarde45145        3                   
Vardas45146         Pavarde45146        2.6                 
Vardas4515          Pavarde4515         2.64                
Vardas45150         Pavarde45150        4.04                
Vardas45156         Pavarde45156        3.68                
Vardas45158         Pavarde45158        4.08                
Vardas45159         Pavarde45159        2.88                
Vardas4516          Pavarde4516         3.4                 
Vardas45161         Pavarde45161        2.08                
Vardas45162         Pavarde45162        2.96                
Vardas45167         Pavarde45167        3.12                
Vardas45169         Pavarde45169        2.32                
Vardas45170         Pavarde45170        4.96                
Vardas45171         Pavarde45171        1.16                
Vardas45172         Pavarde45172        3.72                
Vardas45173         Pavarde45173        2.24                
Vardas45178         Pavarde45178        3.64                
Vardas45180         Pavarde45180        1.56                
Vardas45181         Pavarde45181        3.88                
Vardas45182         Pavarde45182        4                   
Vardas45183         Pavarde45183        2.96                
Vardas45185         Pavarde45185        4.76                
Vardas45189         Pavarde45189        4.72                
Vardas4519          Pavarde4519         4.08                
Vardas45191         Pavarde45191        3.76                
Vardas45192         Pavarde45192        4.04                
Vardas45193         Pavarde45193        4.92                
Vardas45194         Pavarde45194        2.48                
Vardas45196         Pavarde45196        1.72                
Vardas4520          Pavarde4520         2.84                
Vardas45200         Pavarde45200        2.28                
Vardas45201         Pavarde45201        1.84                
Vardas45202         Pavarde45202        2.52                
Vardas45203         Pavarde45203        3.36                
Vardas45205         Pavarde45205        2.84                
Vardas45206         Pavarde45206        4.68                
Vardas45209         Pavarde45209        3.16                
Vardas45210         Pavarde45210        2.68                
Vardas45211         Pavarde45211        2.12                
Vardas45216         Pavarde45216        2.96                
Vardas45217         Pavarde45217        1.88                
Vardas45219         Pavarde45219        2.28                
Vardas4522          Pavarde4522         2.72                
Vardas45220         Pavarde45220        3.12                
Vardas45223         Pavarde45223        2.44                
Vardas45227         Pavarde45227        1.84                
Vardas45231         Pavarde45231        3.16                
Vardas45232         Pavarde45232        1.56                
Vardas45233         Pavarde45233        2.56                
Vardas45234         Pavarde45234        2.84                
Vardas45237         Pavarde45237        2.04                
Vardas45238         Pavarde45238        4.76                
Vardas45239         Pavarde45239        1                   
Vardas45240         Pavarde45240        3.64                
Vardas45242         Pavarde45242        2.2                 
Vardas45243         Pavarde45243        2.92                
Vardas45244         Pavarde45244        3.04                
Vardas45245         Pavarde45245        1.64                
Vardas45246         Pavarde45246        1.36                
Vardas45247         Pavarde45247        4.4                 
Vardas45249         Pavarde45249        4.08                
Vardas4525          Pavarde4525         4.12                
Vardas45250         Pavarde45250        1.28                
Vardas45252         Pavarde45252        2.96                
Vardas45253         Pavarde45253        4.32                
Vardas45257         Pavarde45257        2.48                
Vardas45260         Pavarde45260        3.88                
Vardas45261         Pavarde45261        1.88                
Vardas45262         Pavarde45262        3.48                
Vardas45264         Pavarde45264        4.4                 
Vardas45266         Pavarde45266        4.84                
Vardas45268         Pavarde45268        4.88                
Vardas45269         Pavarde45269        1.56                
Vardas45270         Pavarde45270        3.6                 
Vardas45274         Pavarde45274        4.84                
Vardas45275         Pavarde45275        3.88                
Vardas45280         Pavarde45280        4.04                
Vardas45281         Pavarde45281        4.04                
Vardas45286         Pavarde45286        4.72                
Vardas45289         Pavarde45289        3.76                
Vardas4529          Pavarde4529         4.72                
Vardas45290         Pavarde45290        2.76                
Vardas45294         Pavarde45294        3.2                 
Vardas45295         Pavarde45295        2.36                
Vardas45298         Pavarde45298        1.56                
Vardas453           Pavarde453          3.52                
Vardas45300         Pavarde45300        3.2                 
Vardas45301         Pavarde45301        3.04                
Vardas45302         Pavarde45302        1.88                
Vardas45303         Pavarde45303        4.4                 
Vardas45304         Pavarde45304        3.16                
Vardas45305         Pavarde45305        1.92                
Vardas45307         Pavarde45307        3.44                
Vardas45309         Pavarde45309        3.04                
Vardas4531          Pavarde4531         4.96                
Vardas45310         Pavarde45310        2.16                
Vardas45311         Pavarde45311        2.32                
Vardas45312         Pavarde45312        3.16                
Vardas45313         Pavarde45313        3.24                
Vardas45315         Pavarde45315        3                   
Vardas45316         Pavarde45316        3.16                
Vardas45318         Pavarde45318        4.48                
Vardas45320         Pavarde45320        4.12                
Vardas45321         Pavarde45321        2.08                
Vardas45322         Pavarde45322        4.4                 
Vardas45325         Pavarde45325        4.92                
Vardas45326         Pavarde45326        2.52                
Vardas45329         Pavarde45329        3.36                
Vardas45330         Pavarde45330        3.32                
Vardas45333         Pavarde45333        3.36                
Vardas45335         Pavarde45335        2.28                
Vardas45338         Pavarde45338        4.48                
Vardas45339         Pavarde45339        3.6                 
Vardas4534          Pavarde4534         2.8                 
Vardas45340         Pavarde45340        4.8                 
Vardas45343         Pavarde45343        2.76                
Vardas45347         Pavarde45347        2.2                 
Vardas45348         Pavarde45348        3.52                
Vardas45349         Pavarde45349        1.68                
Vardas45351         Pavarde45351        1.72                
Vardas45353         Pavarde45353        2.32                
Vardas45354         Pavarde45354        3.32                
Vardas45355         Pavarde45355        3.88                
Vardas4536          Pavarde4536         4.2                 
Vardas45360         Pavarde45360        1.6                 
Vardas45362         Pavarde45362        2.84                
Vardas45364         Pavarde45364        4.16                
Vardas45365         Pavarde45365        2.08                
Vardas45368         Pavarde45368        3.96                
Vardas45370         Pavarde45370        3.84                
Vardas45371         Pavarde45371        3.64                
Vardas45373         Pavarde45373        2.64                
Vardas45374         Pavarde45374        4.28                
Vardas45375         Pavarde45375        4                   
Vardas45377         Pavarde45377        4.52                
Vardas45379         Pavarde45379        4.08                
Vardas45384         Pavarde45384        2.52                
Vardas45386         Pavarde45386        2.28                
Vardas45387         Pavarde45387        2.24                
Vardas45389         Pavarde45389        4.2                 
Vardas4539          Pavarde4539         3.2                 
Vardas45390         Pavarde45390        2.52                
Vardas45392         Pavarde45392        3.52                
Vardas45393         Pavarde45393        4.12                
Vardas45395         Pavarde45395        3.52                
Vardas45398         Pavarde45398        3.36                
Vardas454           Pavarde454          2.52                
Vardas4540          Pavarde4540         2.56                
Vardas45402         Pavarde45402        4.48                
Vardas45404         Pavarde45404        3.76                
Vardas45405         Pavarde45405        4.52                
Vardas45406         Pavarde45406        4.72                
Vardas45407         Pavarde45407        3.04                
Vardas45408         Pavarde45408        3.48                
Vardas4541          Pavarde4541         2.96                
Vardas45413         Pavarde45413        4.12                
Vardas45418         Pavarde45418        2.88                
Vardas45420         Pavarde45420        3.8                 
Vardas45421         Pavarde45421        3.92                
Vardas45425         Pavarde45425        3.08                
Vardas4543          Pavarde4543         2.88                
Vardas45432         Pavarde45432        2.04                
Vardas45438         Pavarde45438        4.4                 
Vardas45439         Pavarde45439        1.64                
Vardas45442         Pavarde45442        4.44                
Vardas45443         Pavarde45443        3.44                
Vardas45444         Pavarde45444        2.68                
Vardas45445         Pavarde45445        4.32                
Vardas45446         Pavarde45446        1.92                
Vardas45447         Pavarde45447        3.48                
Vardas45449         Pavarde45449        3.08                
Vardas4545          Pavarde4545         2.56                
Vardas45450         Pavarde45450        4.56                
Vardas45454         Pavarde45454        1.4                 
Vardas45455         Pavarde45455        2.76                
Vardas45456         Pavarde45456        2.96                
Vardas45457         Pavarde45457        3.08                
Vardas45458         Pavarde45458        4.36                
Vardas45459         Pavarde45459        1.8                 
Vardas45460         Pavarde45460        3.04                
Vardas45461         Pavarde45461        4.24                
Vardas45462         Pavarde45462        1.52                
Vardas45470         Pavarde45470        2                   
Vardas45472         Pavarde45472        4.16                
Vardas45474         Pavarde45474        3.36                
Vardas45477         Pavarde45477        1.8                 
Vardas4548          Pavarde4548         4.08                
Vardas45480         Pavarde45480        3.56                
Vardas45484         Pavarde45484        4.76                
Vardas45485         Pavarde45485        2.2                 
Vardas45489         Pavarde45489        3.92                
Vardas4549          Pavarde4549         4.6                 
Vardas45491         Pavarde45491        4.48                
Vardas45492         Pavarde45492        3.32                
Vardas45493         Pavarde45493        1.56                
Vardas45494         Pavarde45494        4.64                
Vardas45495         Pavarde45495        4.4                 
Vardas45497         Pavarde45497        4.68                
Vardas45501         Pavarde45501        3.08                
Vardas45503         Pavarde45503        2.4                 
Vardas45505         Pavarde45505        2                   
Vardas45508         Pavarde45508        4.12                
Vardas45509         Pavarde45509        3.4                 
Vardas45510         Pavarde45510        4.56                
Vardas45512         Pavarde45512        4.72                
Vardas45514         Pavarde45514        4.24                
Vardas45516         Pavarde45516        3.28                
Vardas45517         Pavarde45517        2.6                 
Vardas45518         Pavarde45518        3.6                 
Vardas45519         Pavarde45519        2.12                
Vardas4552          Pavarde4552         2.12                
Vardas45522         Pavarde45522        3.48                
Vardas45523         Pavarde45523        3.24                
Vardas45526         Pavarde45526        3.2                 
Vardas45527         Pavarde45527        3.56                
Vardas45528         Pavarde45528        3.8                 
Vardas45529         Pavarde45529        4.8                 
Vardas45530         Pavarde45530        2.48                
Vardas45534         Pavarde45534        4.84                
Vardas45536         Pavarde45536        4.4                 
Vardas45537         Pavarde45537        2.48                
Vardas45538         Pavarde45538        2.08                
Vardas45540         Pavarde45540        2.04                
Vardas45541         Pavarde45541        3.64                
Vardas45542         Pavarde45542        2.92                
Vardas45544         Pavarde45544        4.6                 
Vardas45546         Pavarde45546        3.04                
Vardas45547         Pavarde45547        2.48                
Vardas45553         Pavarde45553        3.12                
Vardas45554         Pavarde45554        3.12                
Vardas45555         Pavarde45555        2.8                 
Vardas45556         Pavarde45556        4.96                
Vardas45559         Pavarde45559        2.16                
Vardas4556          Pavarde4556         3.72                
Vardas45566         Pavarde45566        4.68                
Vardas45567         Pavarde45567        3.08                
Vardas45568         Pavarde45568        4.96                
Vardas45570         Pavarde45570        3.64                
Vardas45571         Pavarde45571        2.88                
Vardas45573         Pavarde45573        3.68                
Vardas45574         Pavarde45574        3.72                
Vardas45575         Pavarde45575        3.76                
Vardas45582         Pavarde45582        2.04                
Vardas45584         Pavarde45584        2                   
Vardas45585         Pavarde45585        4.32                
Vardas45586         Pavarde45586        4.08                
Vardas45587         Pavarde45587        3.84                
Vardas45588         Pavarde45588        4.64                
Vardas45590         Pavarde45590        3.68                
Vardas45591         Pavarde45591        3.92                
Vardas45593         Pavarde45593        3.72                
Vardas45595         Pavarde45595        1.96                
Vardas45597         Pavarde45597        3.72                
Vardas45599         Pavarde45599        3                   
Vardas4560          Pavarde4560         1.52                
Vardas45600         Pavarde45600        4.44                
Vardas45601         Pavarde45601        3.32                
Vardas45603         Pavarde45603        3.96                
Vardas45604         Pavarde45604        3.76                
Vardas45605         Pavarde45605        3.48                
Vardas45606         Pavarde45606        4.76                
Vardas45607         Pavarde45607        1.76                
Vardas45608         Pavarde45608        4                   
Vardas4561          Pavarde4561         2.96                
Vardas45611         Pavarde45611        4.08                
Vardas45614         Pavarde45614        3.12                
Vardas45616         Pavarde45616        2.48                
Vardas45621         Pavarde45621        3.48                
Vardas45624         Pavarde45624        3.8                 
Vardas45627         Pavarde45627        4.92                
Vardas45628         Pavarde45628        3.68                
Vardas45629         Pavarde45629        2.24                
Vardas4563          Pavarde4563         2.28                
Vardas45630         Pavarde45630        1.52                
Vardas45631         Pavarde45631        1.28                
Vardas45632         Pavarde45632        3.6                 
Vardas45635         Pavarde45635        2.72                
Vardas45637         Pavarde45637        2.96                
Vardas4564          Pavarde4564         1.96                
Vardas45640         Pavarde45640        3.48                
Vardas45641         Pavarde45641        2.12                
Vardas45643         Pavarde45643        3.68                
Vardas45647         Pavarde45647        1.84                
Vardas4565          Pavarde4565         4.28                
Vardas45650         Pavarde45650        2.08                
Vardas45651         Pavarde45651        2.96                
Vardas45654         Pavarde45654        1.68                
Vardas45659         Pavarde45659        4.28                
Vardas4566          Pavarde4566         3.24                
Vardas45660         Pavarde45660        2                   
Vardas45663         Pavarde45663        3.6                 
Vardas45664         Pavarde45664        4.56                
Vardas4567          Pavarde4567         4.16                
Vardas45670         Pavarde45670        3.48                
Vardas45671         Pavarde45671        2.76                
Vardas45672         Pavarde45672        4.6                 
Vardas45673         Pavarde45673        2.48                
Vardas45675         Pavarde45675        2.12                
Vardas45676         Pavarde45676        3.88                
Vardas45678         Pavarde45678        2.92                
Vardas45680         Pavarde45680        4.28                
Vardas45683         Pavarde45683        3.72                
Vardas45684         Pavarde45684        4.28                
Vardas45687         Pavarde45687        4.84                
Vardas45688         Pavarde45688        2.48                
Vardas45689         Pavarde45689        1.68                
Vardas45690         Pavarde45690        4.48                
Vardas45692         Pavarde45692        2.76                
Vardas45694         Pavarde45694        3.36                
Vardas45696         Pavarde45696        3.72                
Vardas45697         Pavarde45697        2.56                
Vardas45698         Pavarde45698        4.88                
Vardas457           Pavarde457          4.2                 
Vardas4570          Pavarde4570         4.96                
Vardas45700         Pavarde45700        4.56                
Vardas45703         Pavarde45703        3.8                 
Vardas45707         Pavarde45707        2.4                 
Vardas45708         Pavarde45708        4.12                
Vardas45712         Pavarde45712        3.92                
Vardas45713         Pavarde45713        4.04                
Vardas45714         Pavarde45714        2.68                
Vardas45716         Pavarde45716        4.44                
Vardas45718         Pavarde45718        3.36                
Vardas4572          Pavarde4572         4.84                
Vardas45720         Pavarde45720        1.76                
Vardas45721         Pavarde45721        3.48                
Vardas45722         Pavarde45722        4.52                
Vardas45723         Pavarde45723        2.56                
Vardas45724         Pavarde45724        3.44                
Vardas45725         Pavarde45725        2.08                
Vardas45726         Pavarde45726        4.96                
Vardas45728         Pavarde45728        2.48                
Vardas45730         Pavarde45730        2.72                
Vardas45733         Pavarde45733        2.08                
Vardas45735         Pavarde45735        3.08                
Vardas45738         Pavarde45738        3.32                
Vardas45741         Pavarde45741        4.24                
Vardas45744         Pavarde45744        3.2                 
Vardas45745         Pavarde45745        4.56                
Vardas45748         Pavarde45748        2.8                 
Vardas45750         Pavarde45750        3.44                
Vardas45752         Pavarde45752        4                   
Vardas45755         Pavarde45755        3.08                
Vardas45756         Pavarde45756        4                   
Vardas45757         Pavarde45757        3.16                
Vardas45758         Pavarde45758        1.96                
Vardas45763         Pavarde45763        4.6                 
Vardas45764         Pavarde45764        4.68                
Vardas45769         Pavarde45769        2.68                
Vardas4577          Pavarde4577         4.32                
Vardas45770         Pavarde45770        2.08                
Vardas45771         Pavarde45771        2.52                
Vardas45772         Pavarde45772        4.6                 
Vardas45773         Pavarde45773        3.08                
Vardas45775         Pavarde45775        2.92                
Vardas45776         Pavarde45776        2.2                 
Vardas45777         Pavarde45777        4.36                
Vardas45779         Pavarde45779        3.2                 
Vardas45783         Pavarde45783        2.96                
Vardas45789         Pavarde45789        2.64                
Vardas4579          Pavarde4579         3.36                
Vardas45790         Pavarde45790        3.36                
Vardas45793         Pavarde45793        1.8                 
Vardas45794         Pavarde45794        4.16                
Vardas45795         Pavarde45795        1.92                
Vardas45796         Pavarde45796        2.52                
Vardas45798         Pavarde45798        4.48                
Vardas45799         Pavarde45799        4.28                
Vardas458           Pavarde458          2                   
Vardas4580          Pavarde4580         2.64                
Vardas45800         Pavarde45800        2.72                
Vardas45801         Pavarde45801        3                   
Vardas45802         Pavarde45802        4.72                
Vardas45803         Pavarde45803        3.64                
Vardas45805         Pavarde45805        1.4                 
Vardas45807         Pavarde45807        4.28                
Vardas45809         Pavarde45809        2.6                 
Vardas4581          Pavarde4581         2.68                
Vardas45810         Pavarde45810        2.68                
Vardas45812         Pavarde45812        4.4                 
Vardas45814         Pavarde45814        3.12                
Vardas45815         Pavarde45815        2.4                 
Vardas4582          Pavarde4582         1.48                
Vardas45821         Pavarde45821        2.8                 
Vardas45823         Pavarde45823        4.52                
Vardas45825         Pavarde45825        4                   
Vardas45827         Pavarde45827        4.52                
Vardas45829         Pavarde45829        4.32                
Vardas4583          Pavarde4583         4.76                
Vardas45831         Pavarde45831        3.2                 
Vardas45834         Pavarde45834        2.72                
Vardas45837         Pavarde45837        2.32                
Vardas45839         Pavarde45839        4.76                
Vardas4584          Pavarde4584         4.68                
Vardas45841         Pavarde45841        3.04                
Vardas45844         Pavarde45844        4.2                 
Vardas45846         Pavarde45846        3.92                
Vardas45847         Pavarde45847        2.44                
Vardas45848         Pavarde45848        2.88                
Vardas45849         Pavarde45849        2.4                 
Vardas4585          Pavarde4585         4.68                
Vardas45851         Pavarde45851        4.88                
Vardas45853         Pavarde45853        4.84                
Vardas45854         Pavarde45854        4.28                
Vardas45855         Pavarde45855        4.56                
Vardas45857         Pavarde45857        3.6                 
Vardas4586          Pavarde4586         3.88                
Vardas45864         Pavarde45864        3.72                
Vardas45869         Pavarde45869        4                   
Vardas4587          Pavarde4587         2.52                
Vardas45870         Pavarde45870        3.64                
Vardas45871         Pavarde45871        3.52                
Vardas45874         Pavarde45874        2.92                
Vardas45875         Pavarde45875        3.36                
Vardas45876         Pavarde45876        2.88                
Vardas45877         Pavarde45877        4.2                 
Vardas45878         Pavarde45878        4.88                
Vardas45880         Pavarde45880        3.28                
Vardas45881         Pavarde45881        4.12                
Vardas45882         Pavarde45882        1.24                
Vardas45884         Pavarde45884        4.16                
Vardas45885         Pavarde45885        2.68                
Vardas45887         Pavarde45887        4.68                
Vardas4589          Pavarde4589         4.4                 
Vardas45891         Pavarde45891        3.52                
Vardas45894         Pavarde45894        3.24                
Vardas45896         Pavarde45896        3.96                
Vardas45897         Pavarde45897        2.96                
Vardas4590          Pavarde4590         3.16                
Vardas45902         Pavarde45902        2                   
Vardas45906         Pavarde45906        4.8                 
Vardas45910         Pavarde45910        2.08                
Vardas45912         Pavarde45912        2.64                
Vardas45913         Pavarde45913        2.44                
Vardas45919         Pavarde45919        2.72                
Vardas4592          Pavarde4592         4.8                 
Vardas45920         Pavarde45920        4.4                 
Vardas45922         Pavarde45922        4.44                
Vardas45926         Pavarde45926        2.88                
Vardas45929         Pavarde45929        2.28                
Vardas45930         Pavarde45930        4.44                
Vardas45932         Pavarde45932        3.32                
Vardas45933         Pavarde45933        4                   
Vardas45934         Pavarde45934        3.92                
Vardas45937         Pavarde45937        4.12                
Vardas45940         Pavarde45940        1.44                
Vardas45941         Pavarde45941        1.88                
Vardas45942         Pavarde45942        2.64                
Vardas45946         Pavarde45946        3.24                
Vardas45948         Pavarde45948        2.6                 
Vardas45950         Pavarde45950        1.96                
Vardas45951         Pavarde45951        3.56                
Vardas45953         Pavarde45953        3                   
Vardas45958         Pavarde45958        4.48                
Vardas45959         Pavarde45959        2.64                
Vardas45960         Pavarde45960        3.64                
Vardas45961         Pavarde45961        1.64                
Vardas45962         Pavarde45962        3.28                
Vardas45965         Pavarde45965        2.24                
Vardas45967         Pavarde45967        4.12                
Vardas45971         Pavarde45971        1.48                
Vardas45972         Pavarde45972        3.64                
Vardas4598          Pavarde4598         2.72                
Vardas45982         Pavarde45982        1.56                
Vardas45984         Pavarde45984        3.92                
Vardas45985         Pavarde45985        2.72                
Vardas45986         Pavarde45986        2.28                
Vardas45988         Pavarde45988        4.8                 
Vardas45989         Pavarde45989        4.12                
Vardas4599          Pavarde4599         4.28                
Vardas45991         Pavarde45991        1.96                
Vardas45997         Pavarde45997        4.12                
Vardas45998         Pavarde45998        3.96                
Vardas45999         Pavarde45999        2.88                
Vardas460           Pavarde460          1.76                
Vardas4600          Pavarde4600         4.6                 
Vardas46001         Pavarde46001        4.52                
Vardas46002         Pavarde46002        3.08                
Vardas46003         Pavarde46003        3.96                
Vardas46004         Pavarde46004        3.48                
Vardas46005         Pavarde46005        2.84                
Vardas46006         Pavarde46006        3.92                
Vardas46007         Pavarde46007        4.64                
Vardas46008         Pavarde46008        3.76                
Vardas46009         Pavarde46009        4.56                
Vardas46013         Pavarde46013        4.52                
Vardas46014         Pavarde46014        1.72                
Vardas46016         Pavarde46016        2.04                
Vardas46019         Pavarde46019        4.64                
Vardas46023         Pavarde46023        4.32                
Vardas46025         Pavarde46025        2.32                
Vardas46028         Pavarde46028        3.8                 
Vardas46029         Pavarde46029        2.6                 
Vardas46030         Pavarde46030        2.92                
Vardas46035         Pavarde46035        3.16                
Vardas46037         Pavarde46037        1.84                
Vardas46038         Pavarde46038        2.52                
Vardas46039         Pavarde46039        4.12                
Vardas4604          Pavarde4604         4.88                
Vardas46040         Pavarde46040        1.92                
Vardas46041         Pavarde46041        1.12                
Vardas46042         Pavarde46042        2.92                
Vardas46044         Pavarde46044        1.4                 
Vardas46045         Pavarde46045        2.56                
Vardas46046         Pavarde46046        4.4                 
Vardas46047         Pavarde46047        1.84                
Vardas46049         Pavarde46049        2.36                
Vardas46050         Pavarde46050        4.64                
Vardas46052         Pavarde46052        4.92                
Vardas46054         Pavarde46054        4.72                
Vardas46055         Pavarde46055        1.72                
Vardas46056         Pavarde46056        2.72                
Vardas46057         Pavarde46057        4.32                
Vardas46059         Pavarde46059        4.04                
Vardas4606          Pavarde4606         4.8                 
Vardas46063         Pavarde46063        3.56                
Vardas46065         Pavarde46065        2.48                
Vardas46066         Pavarde46066        2.28                
Vardas46068         Pavarde46068        4.8                 
Vardas46069         Pavarde46069        3.96                
Vardas46071         Pavarde46071        3.32                
Vardas46073         Pavarde46073        1.6                 
Vardas46078         Pavarde46078        2.2                 
Vardas46080         Pavarde46080        1.96                
Vardas46083         Pavarde46083        1.68                
Vardas46085         Pavarde46085        4.2                 
Vardas46089         Pavarde46089        3.96                
Vardas4609          Pavarde4609         2.36                
Vardas46090         Pavarde46090        3.6                 
Vardas46092         Pavarde46092        2.4                 
Vardas46094         Pavarde46094        1.48                
Vardas46095         Pavarde46095        4.96                
Vardas46098         Pavarde46098        1.8                 
Vardas46099         Pavarde46099        4.44                
Vardas461           Pavarde461          4.88                
Vardas4610          Pavarde4610         2.72                
Vardas46102         Pavarde46102        3.28                
Vardas46104         Pavarde46104        2.16                
Vardas4611          Pavarde4611         3.2                 
